Scheme_Code,ISIN_Div,ISIN_Growth,Scheme_Name,NAV,Date,AMC,Category,Estimated_AUM_Cr
135341,INF666M01BE4,-,Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option,33.2585,2025-11-04,Groww,Equity,2858.327567583475
135343,INF666M01BH7,-,Groww Value Fund (formerly known as Indiabulls Value Fund) - Regular Plan - Growth Option,27.7837,2025-11-04,Groww,Equity,2420.8639373208403
135342,INF666M01BF1,INF666M01BG9,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),33.1359,2025-11-04,Groww,Debt,987.7094681793384
140819,INF666M01DC4,INF666M01DD2,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),26.6299,2025-11-04,Groww,Debt,978.4847118655057
140815,INF666M01CY0,INF666M01CZ7,Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),24.3919,2025-11-04,Groww,Debt,950.9593707060874
135344,INF666M01BI5,INF666M01BJ3,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),27.7745,2025-11-04,Groww,Debt,1031.8168956175025
149168,INF846K011C8,INF846K012C6,Axis Value Fund - Direct Plan - IDCW,18.68,2025-11-04,Axis,Equity,1867.1775560099127
140820,INF666M01DI1,INF666M01DJ9,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),22.7582,2025-11-04,Groww,Debt,652.971062904742
140816,INF666M01DE0,INF666M01DF7,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.,21.5613,2025-11-04,Groww,Debt,899.334006573753
140818,INF666M01DG5,INF666M01DH3,Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),21.0124,2025-11-04,Groww,Debt,826.313544648776
118935,INF179K01VC4,-,HDFC Value Fund - Growth Option - Direct Plan,858.7,2025-11-04,HDFC,Equity,2751.3864440411576
101764,INF179K01426,-,HDFC Value Fund - Growth Plan,766.921,2025-11-04,HDFC,Equity,3575.964395230621
118934,INF179K01VA8,INF179K01VB6,HDFC Value Fund - IDCW Option - Direct Plan,44.421,2025-11-04,HDFC,Equity,3122.2579075635867
100496,INF090I01296,-,Templeton India Value Fund - Growth Plan,727.5529,2025-11-04,Franklin Templeton,Equity,3098.9071898486955
118493,INF090I01GW6,INF090I01GX4,Templeton India Value Fund - Direct - IDCW,120.2346,2025-11-04,Franklin Templeton,Equity,3297.6878153154385
118494,INF090I01GY2,-,Templeton India Value Fund - Direct - Growth,814.3144,2025-11-04,Franklin Templeton,Equity,3374.123745708165
149087,INF760K01KB6,INF760K01KA8,Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment),17.4,2025-11-04,Canara Robeco,Equity,1825.9628442927797
149088,INF760K01JZ7,-,Canara Robeco Value Fund - Regular Plan - Growth Option,18.5,2025-11-04,Canara Robeco,Equity,1555.24658686933
149086,INF760K01JY0,INF760K01JX2,Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment),18.58,2025-11-04,Canara Robeco,Equity,1716.2330813988654
149085,INF760K01JW4,-,Canara Robeco Value Fund - Direct Plan - Growth Option,19.76,2025-11-04,Canara Robeco,Equity,2285.634502400214
151754,INF251K01SB9,INF251K01SC7,Baroda BNP Paribas Value Fund - Regular Plan - IDCW option,12.7584,2025-11-04,Baroda BNP Paribas,Equity,1121.2115411850518
151747,INF251K01SA1,-,Baroda BNP Paribas Value Fund - Regular Plan - Growth option,13.993,2025-11-04,Baroda BNP Paribas,Equity,1311.271020754847
151756,INF251K01SE3,INF251K01SF0,Baroda BNP Paribas Value Fund - Direct Plan - IDCW option,13.1817,2025-11-04,Baroda BNP Paribas,Equity,1266.4413673992367
151755,INF251K01SD5,-,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,14.4564,2025-11-04,Baroda BNP Paribas,Equity,1393.094023492203
108908,INF194K01359,INF194K01367,Bandhan Value Fund - Regular Plan - IDCW,39.97,2025-11-04,Bandhan,Equity,3135.5274989934305
108909,INF194K01342,-,Bandhan Value Fund - Regular Plan - Growth,149.821,2025-11-04,Bandhan,Equity,3531.691005293649
118480,INF194K01Z93,INF194K010A2,Bandhan Value Fund - Direct Plan - IDCW,52.539,2025-11-04,Bandhan,Equity,2688.8312541990063
118481,INF194K01Z85,-,Bandhan Value Fund - Direct Plan - Growth,170.426,2025-11-04,Bandhan,Equity,2545.801651561102
149165,INF846K014C2,INF846K015C9,Axis Value Fund - Regular Plan - IDCW,17.64,2025-11-04,Axis,Equity,1531.2919422377176
149167,INF846K013C4,-,Axis Value Fund - Regular Plan - Growth,19.21,2025-11-04,Axis,Equity,2190.782262883895
120827,INF966L01663,INF966L01671,quant Small Cap Fund - IDCW Option - Direct Plan,221.6947,2025-11-04,quant,Equity,3174.9729751862474
100177,INF966L01AA0,-,quant Small Cap Fund - Growth - Regular Plan,260.3657,2025-11-04,quant,Equity,2743.088147086992
146127,INF760K01JF9,-,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION,39.33,2025-11-04,Canara Robeco,Equity,3379.1363267623406
106823,INF109K01BI0,-,ICICI Prudential Smallcap Fund - Growth,87.62,2025-11-04,ICICI Prudential,Equity,3433.6439956361232
151130,INF917K01QA1,-,HSBC Small Cap Fund - Direct Growth,90.7153,2025-11-04,HSBC,Equity,3415.8172064283335
151132,INF917K01PZ0,INF917K01XP5,HSBC Small Cap Fund - Direct IDCW,46.9424,2025-11-04,HSBC,Equity,3502.711840367465
151133,INF917K01QC7,-,HSBC Small Cap Fund - Regular Growth,81.3926,2025-11-04,HSBC,Equity,2702.689224208034
151131,INF917K01QB9,INF917K01XQ3,HSBC Small Cap Fund - Regular IDCW,40.4734,2025-11-04,HSBC,Equity,3306.0503144955337
120591,INF109K015M0,-,ICICI Prudential Smallcap Fund - Direct Plan - Growth,98.67,2025-11-04,ICICI Prudential,Equity,2952.647396728968
120870,INF109K013M5,INF109K014M3,ICICI Prudential Smallcap Fund - Direct Plan - IDCW,71.5,2025-11-04,ICICI Prudential,Equity,3410.3982634680738
106822,INF109K01FA8,INF109K01BJ8,ICICI Prudential Smallcap Fund - IDCW,35.75,2025-11-04,ICICI Prudential,Equity,3274.1888125939354
147918,INF00XX01721,INF00XX01739,ITI Small Cap Fund - Regular Plan - IDCW Option,27.9995,2025-11-04,ITI,Equity,3070.9737081977432
145137,INF205K013T3,-,Invesco India Smallcap Fund - Direct Plan - Growth,47.77,2025-11-04,Invesco,Equity,3187.3942052172856
145138,INF205K012T5,INF205K015T8,Invesco India Smallcap Fund - Direct Plan - IDCW (Payout / Reinvestment),38.91,2025-11-04,Invesco,Equity,2612.914523363648
145139,INF205K011T7,-,Invesco India Smallcap Fund - Regular Plan - Growth,42.94,2025-11-04,Invesco,Equity,3054.032302676326
145140,INF205K010T9,INF205K014T1,Invesco India Smallcap Fund - Regular Plan - IDCW (Payout / Reinvestment),34.18,2025-11-04,Invesco,Equity,3581.6036874294095
147919,INF00XX01747,-,ITI Small Cap Fund - Direct Plan - Growth Option,32.3628,2025-11-04,ITI,Equity,3524.8656797965423
147917,INF00XX01754,INF00XX01762,ITI Small Cap Fund - Direct Plan - IDCW Option,31.3126,2025-11-04,ITI,Equity,2451.808482956414
130504,INF179KA1RX3,INF179KA1RY1,HDFC Small Cap Fund - IDCW Option - Direct Plan,70.998,2025-11-04,HDFC,Equity,2597.7777788753247
130501,INF179KA1SA9,INF179KA1SB7,HDFC Small Cap Fund - IDCW Option,46.316,2025-11-04,HDFC,Equity,2558.0745281454742
130503,INF179KA1RW5,-,HDFC Small Cap Fund - Growth Option - Direct Plan,164.368,2025-11-04,HDFC,Equity,3271.1758919823546
130502,INF179KA1RZ8,-,HDFC Small Cap Fund - Growth Option,144.2,2025-11-04,HDFC,Equity,3381.342395828334
103360,INF090I01569,-,Franklin India Small Cap Fund-Growth,172.2506,2025-11-04,Franklin Templeton,Equity,2656.2136395728066
103361,INF090I01544,INF090I01551,Franklin India Small Cap Fund - IDCW,47.8105,2025-11-04,Franklin Templeton,Equity,3007.0232315421945
118524,INF090I01IO9,INF090I01IP6,Franklin India Small Cap Fund - Direct - IDCW,56.5916,2025-11-04,Franklin Templeton,Equity,3408.84363361344
118525,INF090I01IQ4,-,Franklin India Small Cap Fund - Direct - Growth,195.4484,2025-11-04,Franklin Templeton,Equity,3279.3618537195007
146194,INF754K01JK2,INF754K01JL0,Edelweiss Small Cap Fund - Regular Plan - IDCW Option,38.752,2025-11-04,Edelweiss,Equity,3050.684646590218
146193,INF754K01JJ4,-,Edelweiss Small Cap Fund - Regular Plan - Growth,44.595,2025-11-04,Edelweiss,Equity,3108.4172285505274
146197,INF754K01JO4,INF754K01JP1,Edelweiss Small Cap Fund - Direct Plan - IDCW Option,43.31,2025-11-04,Edelweiss,Equity,3010.032656299536
146196,INF754K01JN6,-,Edelweiss Small Cap Fund - Direct Plan - Growth,49.506,2025-11-04,Edelweiss,Equity,2757.0581415825845
113153,INF740K01805,INF740K01AM6,DSP Small Cap Fund - Regular - IDCW,58.808,2025-11-04,DSP,Equity,3078.0263914308193
105989,INF740K01797,-,DSP Small Cap Fund - Regular - Growth,197.967,2025-11-04,DSP,Equity,3226.662362460109
119213,INF740K01QE9,INF740K01QF6,DSP Small Cap Fund - Direct Plan - IDCW,64.925,2025-11-04,DSP,Equity,3447.987499032969
119212,INF740K01QD1,-,DSP Small Cap Fund - Direct Plan - Growth,218.107,2025-11-04,DSP,Equity,3163.549624775098
146128,INF760K01JG7,INF760K01JH5,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),33.67,2025-11-04,Canara Robeco,Equity,3313.3458444517896
147920,INF00XX01713,-,ITI Small Cap Fund - Regular Plan - Growth Option,29.0228,2025-11-04,ITI,Equity,2476.5313380633866
152614,INF192K01NH3,-,JM Small Cap Fund (Direct) - Growth Option,10.6291,2025-11-04,JM Financial,Equity,1033.577004366016
149032,INF663L01W48,INF663L01W55,PGIM India Small Cap Fund - Regular Plan - IDCW Option,14.79,2025-11-04,PGIM India,Equity,1173.9677252095746
118777,INF204K01J83,-,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,192.7484,2025-11-04,Nippon India,Equity,2696.014637425948
153199,INF769K01NI6,INF769K01NH8,Mirae Asset Small Cap Fund - Regular Plan - IDCW,11.899,2025-11-04,Mirae Asset,Equity,1281.5815102793417
152237,INF247L01BY3,-,Motilal Oswal Small Cap Fund - Direct - Growth,14.9043,2025-11-04,Motilal Oswal,Equity,1761.4971744897643
152235,INF247L01BZ0,INF247L01CA1,Motilal Oswal Small Cap Fund - Direct IDCW,14.9043,2025-11-04,Motilal Oswal,Equity,1235.93956544798
152232,INF247L01BV9,-,Motilal Oswal Small Cap Fund - Regular - Growth,14.5211,2025-11-04,Motilal Oswal,Equity,1377.5819512151966
152234,INF247L01BW7,INF247L01BX5,Motilal Oswal Small Cap Fund - Regular - IDCW,14.5214,2025-11-04,Motilal Oswal,Equity,1606.2527793344161
118775,INF204K01J91,INF204K01K07,NIPPON INDIA SMALL CAP FUND - Direct Plan - IDCW Option,105.8368,2025-11-04,Nippon India,Equity,2644.842761554679
118778,INF204K01K15,-,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,192.7484,2025-11-04,Nippon India,Equity,3066.1019391627437
152615,INF192K01NI1,INF192K01NJ9,JM Small Cap Fund (Direct) - IDCW Option,10.6293,2025-11-04,JM Financial,Equity,1147.6038342254292
113178,INF204K01HZ0,-,Nippon India Small Cap Fund - Growth Plan - Bonus Option,171.6254,2025-11-04,Nippon India,Equity,3139.1825403122143
113177,INF204K01HY3,-,Nippon India Small Cap Fund - Growth Plan - Growth Option,171.6254,2025-11-04,Nippon India,Equity,2625.6296815384994
113179,INF204K01IA1,INF204K01IB9,NIPPON INDIA SMALL CAP FUND - IDCW Option,90.4433,2025-11-04,Nippon India,Equity,2826.4614824228875
149031,INF663L01W14,INF663L01W22,PGIM India Small Cap Fund - Direct Plan - IDCW Option,15.37,2025-11-04,PGIM India,Equity,1690.2345746139729
149019,INF663L01W06,-,PGIM India Small Cap Fund - Direct Plan- Growth Option,17.87,2025-11-04,PGIM India,Equity,1803.1021288819486
149020,INF663L01W30,-,PGIM India Small Cap Fund - Regular Plan - Growth Option,16.63,2025-11-04,PGIM India,Equity,1317.3243627699367
153198,INF769K01NG0,-,Mirae Asset Small Cap Fund - Regular Plan - Growth,11.89,2025-11-04,Mirae Asset,Equity,1296.830370480325
153197,INF769K01NL0,INF769K01NK2,Mirae Asset Small Cap Fund - Direct Plan - IDCW,12.038,2025-11-04,Mirae Asset,Equity,967.8800970775493
153196,INF769K01NJ4,-,Mirae Asset Small Cap Fund - Direct Plan - Growth,12.039,2025-11-04,Mirae Asset,Equity,1305.8256843125246
150914,INF174V01BI1,INF174V01BJ9,Mahindra Manulife Small Cap Fund - Regular Plan - IDCW,19.9407,2025-11-04,Mahindra Manulife,Equity,1734.9575312672198
150912,INF174V01BH3,-,Mahindra Manulife Small Cap Fund - Regular Plan - Growth,19.9407,2025-11-04,Mahindra Manulife,Equity,2330.159891168312
150913,INF174V01BL5,INF174V01BM3,Mahindra Manulife Small Cap Fund - Direct Plan - IDCW,20.893,2025-11-04,Mahindra Manulife,Equity,1954.3754597341851
150915,INF174V01BK7,-,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,20.893,2025-11-04,Mahindra Manulife,Equity,1920.52864707449
152006,INF397L01JT9,INF397L01JU7,LIC MF Small Cap Fund-Regular Plan-IDCW,30.6415,2025-11-04,LIC,Equity,2578.6656603989336
152003,INF397L01JW3,-,LIC MF Small Cap Fund-Regular Plan-Growth,30.6419,2025-11-04,LIC,Equity,2766.725058588258
152005,INF397L01JP7,INF397L01JQ5,LIC MF Small Cap Fund-Direct Plan-IDCW,34.4328,2025-11-04,LIC,Equity,3451.980914193841
152004,INF397L01JS1,-,LIC MF Small Cap Fund-Direct Plan-Growth,34.4387,2025-11-04,LIC,Equity,3595.601205152697
120163,INF174K01KU0,INF174K01KV8,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,135.523,2025-11-04,Kotak,Equity,2841.971436608218
102874,INF174K01237,INF174K01229,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option,114.341,2025-11-04,Kotak,Equity,2938.332757145451
120164,INF174K01KT2,-,Kotak-Small Cap Fund - Growth - Direct,308.547,2025-11-04,Kotak,Equity,3266.485125843284
102875,INF174K01211,-,Kotak-Small Cap Fund - Growth,262.089,2025-11-04,Kotak,Equity,3463.4349365580892
152613,INF192K01NF7,INF192K01NG5,JM Small Cap Fund (Regular) - IDCW Option,10.3817,2025-11-04,JM Financial,Equity,1063.444383483304
152612,INF192K01NE0,-,JM Small Cap Fund (Regular) - Growth Option,10.3816,2025-11-04,JM Financial,Equity,980.7892756310216
135798,-,INF277K01Z93,TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,54.44,2025-11-04,Tata,Debt,1544.0779781431193
135795,INF277K01Z85,-,TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option,54.44,2025-11-04,Tata,Debt,1725.1956137579562
149069,-,INF277KA1216,Tata Business Cycle Fund-Regular Plan-IDCW Reinvestment,19.1943,2025-11-04,Tata,Other,490.3172502598956
118758,INF204K01I27,-,Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option,577.8362,2025-11-04,Nippon India,Equity,3143.5072049518085
130863,INF204KA1SH3,-,Nippon India Japan Equity Fund- Growth Plan- Growth Option,22.4421,2025-11-04,Nippon India,Equity,2088.246094991315
153693,INF204KC1FR7,-,Nippon India MNC Fund- Direct Plan- Growth Option,10.7696,2025-11-04,Nippon India,Equity,1188.7567927940884
153690,INF204KC1FS5,INF204KC1FT3,Nippon India MNC Fund- Direct Plan-IDCW Payout,10.7696,2025-11-04,Nippon India,Other,287.4375368923714
153692,INF204KC1FP1,INF204KC1FQ9,Nippon India MNC Fund- Regular Plan- IDCW Payout,10.7277,2025-11-04,Nippon India,Other,354.06374329229544
153691,INF204KC1FO4,-,Nippon India MNC Fund- Regular Plan-Growth Option,10.7277,2025-11-04,Nippon India,Equity,1051.3928118312424
118756,INF204K01I35,INF204K01I43,NIPPON INDIA PHARMA FUND - DIRECT Plan - IDCW Option,170.6254,2025-11-04,Nippon India,Other,845.5441682896728
118759,INF204K01I50,-,Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option,577.8362,2025-11-04,Nippon India,Equity,2477.824313379562
101262,INF204K01AE0,-,Nippon India Power & Infra Fund-Growth Plan -Growth Option,355.7859,2025-11-04,Nippon India,Equity,3095.9805449137575
102433,INF204K01935,INF204K01943,NIPPON INDIA PHARMA FUND - IDCW Option,120.5882,2025-11-04,Nippon India,Other,819.6750681470476
102432,INF204K01950,-,Nippon India Pharma Fund-Growth Plan-Bonus Option,517.3798,2025-11-04,Nippon India,Equity,3072.792113299405
102431,INF204K01968,-,Nippon India Pharma Fund-Growth Plan-Growth Option,517.3798,2025-11-04,Nippon India,Equity,3124.1851999157457
118760,INF204K01I76,INF204K01I84,NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option,76.0959,2025-11-04,Nippon India,Other,856.4697399124359
118762,INF204K01I68,-,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option,386.1696,2025-11-04,Nippon India,Equity,3365.9867996169237
118763,INF204K01I92,-,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,386.1696,2025-11-04,Nippon India,Equity,2723.784864153857
130858,INF204KA1SJ9,-,Nippon India Japan Equity Fund- Growth Plan- Bonus Option,22.4421,2025-11-04,Nippon India,Equity,2504.528085125008
130860,INF204KA1SI1,-,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,25.143,2025-11-04,Nippon India,Equity,2481.36324004938
130861,INF204KA1SK7,-,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,25.143,2025-11-04,Nippon India,Equity,2063.0138451700095
130859,INF204KA1SL5,-,NIPPON INDIA - JAPAN EQUITY FUND - IDCW Option,22.4421,2025-11-04,Nippon India,Equity,1824.9941393496256
130864,INF204KA1SM3,-,NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option,25.143,2025-11-04,Nippon India,Equity,2318.454911820458
152036,INF204KC1BM7,INF204KC1BN5,Nippon India Innovation Fund-Regular Plan-IDCW Option,14.6428,2025-11-04,Nippon India,Other,520.0078355182989
152034,INF204KC1BL9,-,Nippon India Innovation Fund-Regular Plan-Growth Option,14.6428,2025-11-04,Nippon India,Equity,1566.2388145461744
152035,INF204KC1BP0,INF204KC1BQ8,Nippon India Innovation Fund-Direct Plan-IDCW Option,15.0741,2025-11-04,Nippon India,Other,536.0392229467311
152033,INF204KC1BO3,-,Nippon India Innovation Fund-Direct Plan-Growth Option,15.0741,2025-11-04,Nippon India,Equity,1498.9853698669308
102751,INF204K01AQ4,-,Nippon India Consumption Fund-Growth Plan-Growth Option,202.2273,2025-11-04,Nippon India,Equity,2928.2387975465886
102752,INF204K01AP6,-,Nippon India Consumption Fund-Growth Plan-Bonus Option,202.2273,2025-11-04,Nippon India,Equity,2576.943032047541
102753,INF204K01AN1,INF204K01AO9,NIPPON INDIA CONSUMPTION FUND - IDCW Option,39.4191,2025-11-04,Nippon India,Other,745.0216811549798
118724,INF204K01G52,-,Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option,228.1099,2025-11-04,Nippon India,Equity,2920.8232394086504
118722,INF204K01G29,-,Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus,228.1099,2025-11-04,Nippon India,Equity,2506.320515615541
118725,INF204K01G37,INF204K01G45,NIPPON INDIA CONSUMPTION FUND - DIRECT Plan - IDCW Option,60.2986,2025-11-04,Nippon India,Other,710.5958248675877
101862,INF204K01927,-,Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option,648.6029,2025-11-04,Nippon India,Equity,3117.8703528764863
101863,INF204K01919,-,Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option,648.6029,2025-11-04,Nippon India,Equity,3282.7957370870276
101264,INF204K01AB6,INF204K01AC4,NIPPON INDIA POWER & INFRA FUND - IDCW Option,66.6574,2025-11-04,Nippon India,Other,959.4712036457438
101263,INF204K01AD2,-,Nippon India Power & Infra Fund-Growth Plan-Bonus Option,355.7859,2025-11-04,Nippon India,Equity,3519.735997612269
101864,INF204K01893,INF204K01901,Nippon India Banking & Financial Services Fund - IDCW Option,74.3177,2025-11-04,Nippon India,Other,845.6208638512613
151759,INF966L01BS0,INF966L01BT8,quant Business Cycle Fund - IDCW Option - Direct Plan,16.2012,2025-11-04,quant,Other,500.2223488905378
151791,INF966L01BX0,-,quant BFSI Fund - Growth Option - Direct Plan,19.1433,2025-11-04,quant,Equity,1993.5530491813845
151788,INF966L01CA6,-,quant BFSI Fund - Growth Option - Regular Plan,18.4202,2025-11-04,quant,Equity,2027.0175436163477
151790,INF966L01BY8,INF966L01BZ5,quant BFSI Fund - IDCW Option - Direct Plan,19.1653,2025-11-04,quant,Other,517.7106882056123
151789,INF966L01CB4,INF966L01CC2,quant BFSI Fund - IDCW Option - Regular Plan,18.4188,2025-11-04,quant,Other,566.0279259091009
151757,INF966L01BR2,-,quant Business Cycle Fund - Growth Option - Direct Plan,16.2124,2025-11-04,quant,Equity,1818.7448625857273
151758,INF966L01BU6,-,quant Business Cycle Fund - Growth Option - Regular Plan,15.6087,2025-11-04,quant,Equity,1469.8699699181866
151760,INF966L01BV4,INF966L01BW2,quant Business Cycle Fund - IDCW Option - Regular Plan,15.6236,2025-11-04,quant,Other,512.3976519418201
118767,INF204K01J18,INF204K01J26,NIPPON INDIA QUANT FUND - DIRECT Plan - IDCW Option,45.2597,2025-11-04,Nippon India,Other,828.0861954759034
152255,INF966L01DF3,-,quant Commodities Fund - Growth Option - Direct Plan,13.697,2025-11-04,quant,Equity,1181.9773343979243
152256,INF966L01DC0,-,quant Commodities Fund - Growth Option - Regular Plan,13.315,2025-11-04,quant,Equity,1242.5123575968746
152257,INF966L01DG1,INF966L01DH9,quant Commodities Fund - IDCW Option - Direct Plan,13.6928,2025-11-04,quant,Other,407.62880569356145
152258,INF966L01DD8,INF966L01DE6,quant Commodities Fund - IDCW Option - Regular Plan,13.3129,2025-11-04,quant,Other,343.97818346571273
152336,INF966L01DN7,-,quant Consumption Fund - Growth Option - Direct Plan,10.201,2025-11-04,quant,Equity,815.7005701730538
152338,INF966L01DI7,-,quant Consumption Fund - Growth Option - Regular Plan,9.922,2025-11-04,quant,Equity,1109.8962267775364
153038,INF663L01Z86,INF663L01Z94,PGIM India Healthcare Fund - Regular Plan - IDCW Option,10.13,2025-11-04,PGIM India,Other,293.62905920921446
153040,INF663L01Z52,-,PGIM India Healthcare Fund - Regular Plan - Growth Option,10.13,2025-11-04,PGIM India,Equity,1007.6625566184626
153037,INF663L01Z60,INF663L01Z78,PGIM India Healthcare Fund - Direct Plan - IDCW Option,10.29,2025-11-04,PGIM India,Other,301.63318889277645
153039,INF663L01Z45,-,PGIM India Healthcare Fund - Direct Plan - Growth Option,10.29,2025-11-04,PGIM India,Equity,1195.3618632084872
134922,INF204KA12G2,-,Nippon India US Equity Opportunities Fund- Growth Plan- Growth Option,36.7189,2025-11-04,Nippon India,Equity,2711.1561106389286
134923,INF204KA15G5,-,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,41.1095,2025-11-04,Nippon India,Equity,2915.588175286722
134924,INF204KA13G0,INF204KA14G8,NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - IDCW Option,36.7189,2025-11-04,Nippon India,Equity,3447.2763005815223
134925,INF204KA16G3,INF204KA17G1,NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - Direct Plan - IDCW Option,41.1095,2025-11-04,Nippon India,Equity,3410.3202801501707
149325,INF204KC1287,INF204KC1295,Nippon India Taiwan Equity Fund- Regular Plan- IDCW option,16.9393,2025-11-04,Nippon India,Equity,1462.857862751033
149328,INF204KC1279,-,Nippon India Taiwan Equity fund- Regular Plan- Growth Option,16.9393,2025-11-04,Nippon India,Equity,1875.4247944545864
149327,INF204KC1311,INF204KC1329,Nippon India Taiwan Equity Fund- Direct Plan- IDCW option,17.936,2025-11-04,Nippon India,Equity,1741.7140600005598
149329,INF204KC1303,-,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,17.936,2025-11-04,Nippon India,Equity,1759.272990343599
108258,INF204K01737,-,Nippon India Quant Fund -Growth Plan -Bonus Option,72.7172,2025-11-04,Nippon India,Equity,2560.1759668991326
108249,INF204K01760,-,Nippon India Quant Fund -Growth Plan - Growth Option,72.7172,2025-11-04,Nippon India,Equity,2496.7218165085496
108252,INF204K01745,INF204K01752,NIPPON INDIA QUANT FUND - IDCW Option,38.765,2025-11-04,Nippon India,Other,872.9405782316048
118769,INF204K01J34,-,Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option,78.8972,2025-11-04,Nippon India,Equity,2995.75338282636
118770,INF204K01J00,-,Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option,78.8972,2025-11-04,Nippon India,Equity,2924.2208431382155
118591,INF204K01XM5,INF204K01XN3,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,111.2578,2025-11-04,Nippon India,Other,873.4426331687669
118589,INF204K01XO1,-,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,710.5647,2025-11-04,Nippon India,Equity,3318.615478789332
152337,INF966L01DL1,INF966L01DM9,quant Consumption Fund - IDCW Option - Regular Plan,9.926,2025-11-04,quant,Other,273.2656626284767
153364,INF247L01EP5,-,Motilal Oswal Active Momentum Fund- Direct-Growth,12.0357,2025-11-04,Motilal Oswal,Equity,1241.0397405234767
114930,INF769K01150,INF769K01143,Mirae Asset Great Consumer Fund Regular IDCW,26.941,2025-11-04,Mirae Asset,Other,683.3133063288594
143785,INF769K01EA2,-,Mirae Asset Healthcare Fund -Regular Growth,38.908,2025-11-04,Mirae Asset,Equity,3301.650103234854
143783,INF769K01ED6,-,Mirae Asset Healthcare Fund Direct Growth,43.563,2025-11-04,Mirae Asset,Equity,3188.3461875205676
143784,INF769K01EE4,INF769K01EF1,Mirae Asset Healthcare Fund Direct IDCW,28.62,2025-11-04,Mirae Asset,Other,946.1166787467064
143786,INF769K01EB0,INF769K01EC8,Mirae Asset Healthcare Fund Regular IDCW,24.979,2025-11-04,Mirae Asset,Other,659.0272147739898
153366,INF247L01ET7,INF247L01EU5,Motilal Oswal Active Momentum Fund - Regular- IDCW,12.0285,2025-11-04,Motilal Oswal,Other,315.52512007865226
153367,INF247L01EQ3,INF247L01ER1,Motilal Oswal Active Momentum Fund- Direct-IDCW,12.0355,2025-11-04,Motilal Oswal,Other,350.26117636706505
153916,INF247L01GD6,-,Motilal Oswal Consumption Fund-Regular-Growth,10.0723,2025-11-04,Motilal Oswal,Equity,899.9142044952363
153365,INF247L01ES9,-,Motilal Oswal Active Momentum Fund- Regular- Growth,12.0281,2025-11-04,Motilal Oswal,Equity,1067.6585190025844
152796,INF247L01DG6,-,Motilal Oswal Business Cycle Fund - Direct Plan- Growth,13.2981,2025-11-04,Motilal Oswal,Equity,1526.7207704734553
